system,user,assistant
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: We are hiring Remote Executives for Microsoft India. Salary 45,000/month. Transfer 499 INR as company background verification processing fee to get official appointment letter immediately.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Hyderabad. Salary 32,000/month. Pay ₹1100 for online application form at reliance-jio-hiring.in/apply.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Urgently required Document Verification Specialist. Pay: 12 LPA. Pay Rs 350 refundable laptop security deposit via GooglePay/PhonePe to secure your employee code.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious request for personal financial transactions; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Join Crestview Partners India as a Customer Success Manager (Bhubaneswar). Key responsibilities include Key account onboarding, retention, QBRs, upsell identification, customer health tracking. Package: 7-14 LPA. Official application link: https://crestview.co.in/careers.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",[Update] Congratulations! Your application for Campus Ambassador Lead has been approved. Lead promotional drives in your college to unlock goodies and completion certificate. Click here to confirm: tcs-careers-portal.in/register.,Classification: Fake. Red Flags: Unsolicited role assignment; Unpaid promotional labor disguised as prestigious campus leadership.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: NovaFin Services India is hiring a Content & Technical Writing Intern for 3 months in Vadodara. Stipend: INR 10,000 - 16,000 /month. Looking for candidates proficient in Writing technical guides, product documentation, blog posts. Apply at https://novafin.in/careers.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently required Document Verification Specialist. Pay: 45,000/month. Pay Rs 1200 uniform procurement & gate pass fee via GooglePay/PhonePe to secure your employee code.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious request for personal financial transactions; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Financial Analyst opening at NovaFin Services India (Bhopal). Candidate must have 2-4 yrs experience. Offered salary: 6-11 LPA. Register your application at https://novafin.in/careers.,"Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Data Science & Analytics Intern at Zenith Edutech India (Coimbatore / Remote). Requirements: Python, pandas, SQL, exploratory data analysis. Duration: 6 months. Stipend: INR 18,000 - 28,000 /month. Apply on Internshala or via https://zenithedutech.com/join-us.",Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Entry level Accountant, full-time. Competitive salary, standard interview rounds, reputable CA firm based in Kolkata.",Classification: Real. Red Flags: None.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Mega Walk-in interview at PulseRetail India Ltd office (Building 4, Mindspace IT Park, Sector 34, Hyderabad) for Backend Engineer (Python/FastAPI). Exp: 2-5 yrs. Offered CTC: 8-15 LPA. Candidates must bring updated CV. No registration charges.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Data Scientist wanted. Earn ₹20 Lakh/month for part-time work from home. DM me for more info, very urgent.",Classification: Fake. Red Flags: Unrealistically high salary; Vague role details; Urgent pressure; Lack of official contact methods.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Crestview Partners India is hiring a Data Analyst in Kolkata. Required skills: Data Modeling, SQL, Python. Experience: 1-3 yrs. CTC: 5-9 LPA. Apply directly on our portal: https://crestview.co.in/careers.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: InnoWave Software Labs is hiring a Content & Technical Writing Intern for 3 months in Nagpur. Stipend: INR 10,000 - 16,000 /month. Looking for candidates proficient in Writing technical guides, product documentation, blog posts. Apply at https://innowave.recruitee.com.","Classification: Real. Red Flags: None. The posting is standard, specifies the location, role, and salary, and guides users to an official application route."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Walk-in drive for Backend Engineer (Python/FastAPI) at Skyline Infosec India. Location: Building 7, Mindspace IT Park, Sector 23, Bangalore. Experience: 2-5 yrs. Salary: 8-15 LPA. Date: Saturday 10 AM to 4 PM. Bring 2 copies of resume and ID proof.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Paid Internship: Operations Intern at SimpliLogix Solutions. Stipend: INR 10,000 - 15,000 /month. Location: Vadodara. Pre-placement offer (PPO) based on performance. Send resume to hr@simplilogix.com.",Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 2000-4000/day by just liking YouTube videos and subscribing. No experience needed. Join Telegram channel t.me/OnlineTask_DailyPayout to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Mobile Developer (React Native) opening at CloudVerve Systems (Kolkata / Hybrid). Exp: 2-5 yrs. Tech: Firebase, Native Modules. Salary: 7-14 LPA. Apply via our official careers board: https://cloudverve.freshteam.com/jobs.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Gurgaon. Salary 32,000/month. Pay ₹750 for online application form at wa.me/918765432109?text=StartWork.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
